user_id,place_id,place_name,review_id,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text,review_photos
44,ChIJTwTtG9P1aS4RTBuC8A4MTBA,Paulaner Brauhaus,ChZDSUhNMG9nS0VJQ0FnSUNkLWNxb0JBEAE,5,"Letak nya di GI east mall. Harga cukup mahal. Enak buat nge bir. Ada live music nya kalo malam. Band nya gak abal2, suara nya bagus. Toilet bersih dan wangi. Tempat nyaman. Makanan ada pork nya. Bir nya mantab ada yg sampai gelas jumbo 1L.",3 bulan lalu,2024-02-16 15:41:37,,,,0,119,588,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipOAbFuMjILnQa2_Iw-uSlGvSb3gHyue7b5ISx2k=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNLlKpmfgRXDsj_3Gu7B7ZdzvTjsc3pTtX2PeOT=w150-h150-k-no-p""]"
19,ChIJTwTtG9P1aS4RTBuC8A4MTBA,Paulaner Brauhaus,ChZDSUhNMG9nS0VJQ0FnSUMxMUtPSFh3EAE,4,"Harga makanan di 100rb+
Minuman di 50rbuan.
Tempat duduknya banyak  ada yg smoking dan non smoking.
Menu mostly pork. Ada pilihan ayam juga. Make sure dulu aja",5 bulan lalu,2023-12-23 16:31:54,,,,4,809,12245,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipMPAfC4dm15Etu39FLiD4HJpuGgPIN5fnQcLgFX=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPcmveurAM1edDdfEcvudo0L8yOes4UFbQRhAUy=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOO15RlRSNF5uaHrRbAUSZJ67Zsk8zJ5a4qHxWX=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPskZlFUoDFY9l6E3uJYo0csicposQ_-GvUtb_V=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMjSzkD18fYXRVdA440IlvJqSEpjK5Y1BmXBk9R=w150-h150-k-no-p""]"
22,ChIJTwTtG9P1aS4RTBuC8A4MTBA,Paulaner Brauhaus,ChZDSUhNMG9nS0VJQ0FnSUMxeDRPWmVREAE,4,"Makanannya cukup enak meskipun agak mahal. Beberapa menu cenderung over priced. Pelayanan waiternya kurang responsif. Tempatnya cukup nyaman, kebersihan perlu ditingkatkan lagi terutama toiletnya",4 bulan lalu,2024-01-04 4:19:59,,,,1,698,2073,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipOFNmCLOx2PLk-da2B9bY0iayyuu6-b_B3kZpBy=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipP_HRL3IKiS9jWQHwCqrzrNi1ReSsbgv6Wd0f34=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPz6nKGs_eSLRAE_8NCZa8vyUke5PcLzCE1-CMs=w150-h150-k-no-p""]"
36,ChIJTwTtG9P1aS4RTBuC8A4MTBA,Paulaner Brauhaus,ChZDSUhNMG9nS0VJQ0FnSUNEbTlYQlhREAE,5,Tempat hang out dan ngebeer. Makanannya enak. Ada live music di weekend.,sebulan lalu,2024-04-01 23:09:26,"Dear Valuable Guest, 

Greetings from Hotel Indonesia Kempinski Jakarta and thank you for the recent posting of your comments, it is much appreciated! 

We shall get back to you in due time, should it be required.

Sincerely, 
The Management Team of Hotel Indonesia Kempinski Jakarta",sebulan lalu,2024-04-02 2:07:38,0,26,25,TRUE,,"Tamu yang terhormat,

Salam dari Hotel Indonesia Kempinski Jakarta dan terima kasih atas postingan komentar Anda baru-baru ini, sangat kami hargai!

Kami akan menghubungi Anda kembali pada waktunya, jika diperlukan.

Sungguh-sungguh,
Tim Manajemen Hotel Indonesia Kempinski Jakarta","[""https://lh5.googleusercontent.com/p/AF1QipNMHLkTrZ7V8ggqZdfjgYaoEfwhAekHxS3y5uV8=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMFfxgd6YVPgskHmM22Arvg84OV_3LE7gm24LUt=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOmJ02tvyzyLI1ErBbel33VtfG1bZA-E63X7SSL=w150-h150-k-no-p""]"
48,ChIJTwTtG9P1aS4RTBuC8A4MTBA,Paulaner Brauhaus,ChdDSUhNMG9nS0VJQ0FnSUNKc05QVWpRRRAB,5,"Tempat makan yang cukup cozy, dan ada live music juga di friday night start at 19:00. banyak pilihan makanan, mostly non halal karena ada B2, tapi ada juga menu halal (tidak halal certified ya) seperti roasted chicken ataupun soup. harga walau mahal, tapi sesuai lah dengan rasa, porsi dan pelayanan yg sangat baik. pelayanan sangat ramah, bisa kasih rekomendasi yang cocok untuk kita.",11 bulan lalu,2023-06-19 12:14:12,,,,3,831,4097,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipP1QNiK1T8zery88_I_4yeeNur51pLhL6L556BJ=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMKJLzOuUAtl9LULisqqSm7Xikuk8G0fdyXCarv=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOGs-BTY8P8X8uSkRsvIhro0IZ4uU2VR83mJr7I=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPhEkHZm9JjkuwKLtddsL4aLjMkqRTCeeds38MZ=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOAHQIss6dTbKsj4W7c7JguGUJl_sMVYCpbQN7j=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPYvl5lO7erAKHgJCxbQkfJbgO0F9IDLE7eG1Y6=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNIoMxdjcpogLUpBIkMZpQd-NPUaqvRAWFS7eDi=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOukyAVkSxEJeDzSARoQFtUK7aUHCa4YurgHjCQ=w150-h150-k-no-p""]"
29,ChIJTwTtG9P1aS4RTBuC8A4MTBA,Paulaner Brauhaus,ChZDSUhNMG9nS0VJQ0FnSUMxb2FtRmZ3EAE,5,Makanan sangat enak sambil minum bir bikin seliweran terus dan sambil dengerin musik jam 8 malam makin asoy dan semriwing,5 bulan lalu,2023-12-31 0:54:52,,,,0,154,408,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipOeSStzMGKbOROoazsCUzqiG_e510gkWRKgizcc=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMtrRjeHPMwuxl8vX399JIYB-if26mPewCKzwyi=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipN7wfw9wopNYE-xYQp0r7WaO30ruNJHRqbZxEps=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMOpzzyRZ3C8Rq3JNaN1qq-ZaCGKMMU_lyqu9Xf=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOifV11DAJd0n6AvjKvyQgp825qyY5QGmqniMiv=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOEOk8wjNl3eXI8USuN1f3gXQ9rNn2cIJEVo6B1=w150-h150-k-no-p""]"
26,ChIJR2I0yCX0aS4RnsVGtM67WiI,Seribu Rasa Menteng,ChdDSUhNMG9nS0VJQ0FnSUNUcVpmc3hnRRAB,4,"Enak tetapi lama. Kami datang jam 17 dan makanan baru dihidangkan jam 18. Ambiencenya nyaman untuk makan bersama keluarga atau tim kantor.

Pelayanan ramah dan kita juga bisa request dessertnya untuk diberi ucapan birthday.",2 minggu lalu,2024-05-16 12:47:10,,,,0,359,2065,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipNNiX_2Mm_mwOOYMS2zk6qa4ytUixCEKFNYWiYh=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOa-3LMJcrm4Hz2gmBIXzXkjUyIn_P2Wtr8MQgC=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNE1kzHT29x0wZbkwdkADCEHFRhERlqOw-MuvT8=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOavFxRouO7oJ7g_XEKH-ZI6zJk3lDbMjJxVLD3=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMaqwKZyHbL7fJspbOCcC_PuZc19HvemOiAPKA8=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMNGW1MRccY-GEVfiIpcgn_Fud6wE5V4e3yyIvI=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNd4hG5JcYZufEARWyAXh88zHcTBerI5LtNHQVR=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOCLz_r1mHZv1SE1k5PhVOFk9nt3MiNnPXNq2T2=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOw2fJ3bMInKUUciUPZ-rldSODSOF8gSJqYl1xW=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPt3jy8eoctlVBokU9berpGtb4tERlD3nvmJggI=w150-h150-k-no-p""]"
5,ChIJR2I0yCX0aS4RnsVGtM67WiI,Seribu Rasa Menteng,ChdDSUhNMG9nS0VJQ0FnSURqN0tfZXpBRRAB,4,"Parking slot terbatas tp km bisa vallet. Makanannya enak juga dengan harga menengah ke atas ya. Spill bill
Makan 10 org  4jutaan ya dengan menu tengah

Pelayanan ckp cepat dan Pelayannya ramah",4 minggu lalu,2024-04-30 12:57:29,,,,2,340,1698,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipOOCONg6eQyMAVVDMxqtYr2jD-FqhfwIMTey3zC=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNZi7uZn5STrdM7AcyOjeBglqrW_9dYjYWbYBnG=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNQtiJgDWgRQ3oRP0QQyuvWa6-nuwNoOVVFlL7E=w150-h150-k-no-p""]"
33,ChIJR2I0yCX0aS4RnsVGtM67WiI,Seribu Rasa Menteng,ChZDSUhNMG9nS0VJQ0FnSUR0ajVMeE9nEAE,5,"Makanan nya enak2 semua, rekomendasi banget untuk yg hunting kuliner. Lebih seru kalo rame2, karna bisa pesen berbagai macam masakan. Tempat nya nyaman banget.",2 bulan lalu,2024-02-08 6:46:21,,,,2,116,56,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipMH7ihQqIUJtIV9Bxr0JY47tzjhuK_ksU_-U2f9=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOpp4WAnEUcm8TbgzgciXT6g_tUz25PAHUr_vjZ=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNllSP2i-mQvgS-62dra9LF051m9J66t3yd8rwB=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipO2jXUCZwC-GLIUul5hfz7z47oc1kcxy3ctQakN=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOrLAcTa-2PY5RmqaCOPNAdhQq4jCUm5W1VGwhZ=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMhv2Ocr_LRu-DIvi51FBjtBTyLODCEpc4mnyyn=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMoPga-76PBlyMSOnbd1FPhkC2kjFXl1mH2AsRQ=w150-h150-k-no-p""]"
34,ChIJR2I0yCX0aS4RnsVGtM67WiI,Seribu Rasa Menteng,ChdDSUhNMG9nS0VJQ0FnSURqNzU2YXJRRRAB,5,"Ayam lengkuasnya enak banget serundengnya. Jus mangga-nya kayaknya bukan pakai mangga harumanis jadi kurang suka, tapi ini mah selera ya. Mbak dan mas pelayannya cukup responsif. Kamar mandinya nyaman walau agak sulit ditemukan karena signage-nya kurang dapat ditemukan mohon maaf ",3 minggu lalu,2024-05-09 3:49:29,,,,0,13,10,FALSE,,,"[""https://lh5.googleusercontent.com/p/AF1QipMbDyqrQ9_01s0gU_A4kuMaISzCLsov3l6RiMLZ=w150-h150-k-no-p""]"
28,ChIJR2I0yCX0aS4RnsVGtM67WiI,Seribu Rasa Menteng,ChdDSUhNMG9nS0VJQ0FnSUNqMTZuNmdBRRAB,5,"Makanan enak, tempat nyaman, pelayanan staf bagus",sebulan lalu,2024-04-26 21:55:51,,,,0,6,19,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipOCiN6LxofR_9SRcoSDNogprcbiAYzUWgAbzMJe=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNZfMH5Ve0oyS_dj_0G-GwEkVuVXAOxEsnUYMjZ=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPiSgT-KMWM98Kc3CvowEDDhx2p6DmIWgad-SwH=w150-h150-k-no-p""]"
